Pressure_3_pm,Min_Temp_F,Max_Temp_F,Rain_Tomorrow,Wind_Dir_3_pm,Temp_3_pm_F,Location,Wind_Gust_Dir,Wind_Speed_9_am,Humidity_9_am,Wind_Gust_Speed,Date,Wind_Dir_9_am,Temp_9_am_F,Wind_Speed_3_pm,Cloud_9_am,Humidity_3_pm,Cloud_3_pm,Sunshine,Pressure_9_am,Rain_Today,Rainfall,Evaporation
1010.1,76.82,106.16,No,NNW,100.58000000000001,Cobar,SSW,17.0,25.0,43.0,2009-01-14,N,88.7,11.0,1.0,15.0,3.0,13.0,1012.9,No,0.0,14.8
1009.0,77.36,104.9,No,SW,100.03999999999999,Cobar,SW,13.0,24.0,44.0,2009-01-15,W,88.52,22.0,4.0,15.0,6.0,10.3,1012.4,No,0.0,16.4
1012.3,70.88,93.56,No,S,89.96000000000001,Cobar,SW,17.0,19.0,44.0,2009-01-16,S,77.0,19.0,0.0,8.0,0.0,13.1,1014.1,No,0.0,17.4
1013.8,65.12,89.24,No,SW,86.53999999999999,Cobar,S,17.0,25.0,33.0,2009-01-17,S,67.82,15.0,0.0,5.0,1.0,12.9,1016.3,No,0.0,16.0
1013.5,64.22,93.56,No,SE,89.96000000000001,Cobar,SE,22.0,46.0,61.0,2009-01-18,NE,70.88,17.0,1.0,19.0,2.0,11.3,1016.4,No,0.0,12.0
1009.6,70.52,99.5,Yes,NNE,93.38000000000001,Cobar,NNE,26.0,34.0,43.0,2009-01-19,ENE,79.16,9.0,7.0,29.0,6.0,6.9,1013.1,No,0.0,14.8
1008.5,73.94,102.91999999999999,No,NW,98.6,Cobar,W,19.0,54.0,59.0,2009-01-20,N,80.6,17.0,1.0,14.0,7.0,10.9,1011.1,Yes,4.8,12.0
1009.8,77.72,92.3,No,N,85.46000000000001,Cobar,N,9.0,46.0,46.0,2009-01-21,NW,84.02,28.0,4.0,52.0,7.0,3.7,1012.0,No,0.0,13.6
1006.2,71.24000000000001,87.26,Yes,N,81.14,Cobar,WNW,24.0,71.0,56.0,2009-01-22,N,75.92,19.0,7.0,63.0,7.0,5.9,1008.6,No,0.0,8.0
1006.7,68.54,96.8,Yes,NW,92.11999999999999,Cobar,WSW,13.0,89.0,94.0,2009-01-23,NNE,76.46,7.0,7.0,50.0,4.0,10.5,1008.6,Yes,18.0,8.2
1008.3,71.78,94.46000000000001,No,SW,91.76,Cobar,NNW,11.0,46.0,50.0,2009-01-24,SSW,82.58,15.0,2.0,23.0,6.0,12.4,1008.6,Yes,8.6,8.6
1011.8,67.46,99.14,No,ENE,95.0,Cobar,SSW,13.0,19.0,28.0,2009-01-25,SE,79.52,6.0,1.0,10.0,1.0,13.4,1013.1,No,0.0,14.2
1012.1,74.84,103.82,No,E,101.66,Cobar,S,17.0,50.0,31.0,2009-01-26,ENE,83.66,7.0,0.0,16.0,1.0,13.2,1014.6,No,0.0,12.6
1012.6,80.6,101.66,No,ESE,97.52,Cobar,ENE,24.0,45.0,46.0,2009-01-27,ENE,84.2,7.0,1.0,22.0,3.0,13.0,1015.2,No,0.0,14.2
1011.5,79.16,101.3,No,ENE,98.6,Cobar,E,15.0,37.0,39.0,2009-01-28,NNE,85.28,19.0,0.0,17.0,2.0,13.3,1014.4,No,0.0,14.6
1011.2,77.0,103.1,No,NNE,101.11999999999999,Cobar,ENE,19.0,31.0,52.0,2009-01-29,NNE,85.82,20.0,0.0,14.0,1.0,13.6,1014.6,No,0.0,14.6
1010.5,77.18,102.74,No,ESE,99.5,Cobar,ESE,20.0,34.0,44.0,2009-01-30,NNE,85.82,20.0,0.0,18.0,1.0,13.2,1013.8,No,0.0,15.8
1011.9,77.36,101.3,No,NE,98.41999999999999,Cobar,ENE,24.0,35.0,44.0,2009-01-31,NNE,84.2,20.0,1.0,18.0,2.0,13.1,1015.2,No,0.0,16.2
1009.8,76.64,105.44,No,SSE,102.02,Cobar,SE,9.0,34.0,30.0,2009-02-01,W,86.18,9.0,5.0,16.0,3.0,11.3,1012.9,No,0.0,13.4
1007.1,81.68,104.53999999999999,No,NNE,101.3,Cobar,S,17.0,32.0,57.0,2009-02-02,NNE,89.6,9.0,5.0,20.0,2.0,10.9,1010.4,No,0.0,14.4
1005.0,74.48,104.72,Yes,SSW,101.66,Cobar,WSW,9.0,42.0,54.0,2009-02-03,E,85.82,11.0,1.0,17.0,2.0,12.2,1008.4,No,0.6,11.8
1003.5,75.38,106.52,No,WSW,101.84,Cobar,ENE,17.0,50.0,39.0,2009-02-04,NE,82.75999999999999,7.0,0.0,21.0,4.0,12.3,1007.0,Yes,1.6,12.6
1003.3,80.96,110.11999999999999,No,N,109.4,Cobar,NNW,15.0,33.0,37.0,2009-02-05,N,90.68,7.0,1.0,14.0,3.0,12.6,1005.9,No,0.0,14.2
1005.2,84.38000000000001,110.3,No,NNW,106.52,Cobar,WNW,9.0,25.0,28.0,2009-02-06,NNW,96.08000000000001,13.0,1.0,16.0,2.0,12.1,1007.5,No,0.0,13.0
1008.3,84.02,106.52,No,ENE,104.0,Cobar,NNE,20.0,22.0,41.0,2009-02-07,NNE,89.78,19.0,1.0,14.0,0.0,12.7,1010.4,No,0.0,15.6
1007.3,77.18,107.6,No,NNE,104.72,Cobar,NNE,15.0,23.0,39.0,2009-02-08,N,88.88000000000001,13.0,0.0,9.0,1.0,13.0,1009.9,No,0.0,17.4
1006.9,77.72,97.88000000000001,No,SSW,95.72,Cobar,SW,19.0,24.0,43.0,2009-02-09,SSW,78.98,13.0,5.0,12.0,5.0,10.3,1008.6,No,0.0,15.2
1008.8,66.74000000000001,82.58,No,SSW,76.82,Cobar,SSW,19.0,26.0,46.0,2009-02-10,S,67.28,24.0,7.0,14.0,4.0,7.4,1010.2,No,0.0,16.0
1010.1,57.379999999999995,78.62,No,S,75.38,Cobar,SW,22.0,38.0,44.0,2009-02-11,SSW,58.64,24.0,0.0,19.0,0.0,12.3,1011.9,No,0.0,11.6
1010.0,58.1,86.18,No,SE,83.12,Cobar,S,9.0,44.0,37.0,2009-02-12,S,63.32,13.0,6.0,25.0,6.0,10.0,1013.2,No,0.0,9.6
1012.2,62.24,73.94,Yes,E,72.32,Cobar,E,35.0,66.0,63.0,2009-02-13,E,65.3,35.0,7.0,53.0,7.0,2.3,1013.8,No,0.6,8.0
1013.2,60.980000000000004,66.38,Yes,ESE,62.6,Cobar,ESE,28.0,81.0,54.0,2009-02-14,ESE,62.78,19.0,7.0,93.0,7.0,0.0,1014.3,Yes,26.0,6.6
1011.2,60.8,75.56,No,ESE,72.86,Cobar,SE,13.0,66.0,43.0,2009-02-15,SE,66.02,24.0,5.0,56.0,6.0,6.6,1012.1,Yes,7.0,0.6
1010.7,63.32,67.46,Yes,SE,62.78,Cobar,ESE,19.0,65.0,48.0,2009-02-16,SE,66.56,20.0,7.0,97.0,7.0,0.0,1011.2,No,0.0,6.0
1010.2,60.62,69.44,Yes,ESE,69.08,Cobar,ESE,15.0,94.0,44.0,2009-02-17,ESE,61.88,19.0,8.0,77.0,7.0,0.3,1011.9,Yes,32.6,3.0
1006.2,61.7,81.32,No,ESE,80.6,Cobar,E,19.0,69.0,30.0,2009-02-18,E,68.18,15.0,3.0,53.0,6.0,10.0,1009.0,Yes,1.6,2.0
1007.1,62.24,87.08000000000001,No,S,86.0,Cobar,SSE,6.0,66.0,26.0,2009-02-19,E,71.78,13.0,0.0,28.0,3.0,10.7,1008.7,No,0.0,5.2
1009.6,68.72,93.2,No,SSE,91.58000000000001,Cobar,SW,9.0,45.0,31.0,2009-02-20,WSW,78.62,4.0,2.0,19.0,4.0,11.6,1011.0,No,0.0,6.6
1010.8,67.82,89.06,No,SSW,86.53999999999999,Cobar,S,13.0,39.0,31.0,2009-02-21,S,73.4,11.0,1.0,25.0,1.0,12.4,1012.5,No,0.0,9.0
1011.2,62.959999999999994,93.74,No,NNW,90.14,Cobar,WNW,15.0,52.0,39.0,2009-02-22,E,72.14,9.0,0.0,19.0,2.0,12.4,1013.3,No,0.0,10.2
1010.4,71.42,95.18,Yes,NNW,93.2,Cobar,S,22.0,53.0,43.0,2009-02-23,NNE,78.62,24.0,3.0,30.0,4.0,10.2,1012.8,No,0.0,9.0
1011.7,69.8,94.46000000000001,No,NW,91.22,Cobar,E,15.0,60.0,46.0,2009-02-24,NNE,78.08,22.0,3.0,34.0,4.0,9.0,1013.5,Yes,2.0,10.0
1013.2,65.66,91.58000000000001,No,SW,89.06,Cobar,WSW,11.0,69.0,31.0,2009-02-25,SSW,74.48,9.0,2.0,32.0,2.0,12.1,1014.9,No,0.8,7.4
1013.0,64.22,92.84,No,WSW,90.32,Cobar,ESE,13.0,25.0,24.0,2009-02-26,ESE,75.2,7.0,0.0,19.0,1.0,12.0,1014.7,No,0.0,8.4
1011.7,67.82,92.3,No,N,90.14,Cobar,NE,26.0,55.0,39.0,2009-02-27,ENE,72.5,7.0,1.0,22.0,1.0,12.3,1014.5,No,0.0,9.2
1008.1,71.96,98.41999999999999,No,WNW,96.44,Cobar,WSW,17.0,41.0,41.0,2009-02-28,N,78.44,19.0,6.0,18.0,2.0,12.0,1010.9,No,0.0,9.4
1010.1,62.42,91.03999999999999,No,S,86.72,Cobar,SSW,2.0,33.0,30.0,2009-03-01,SW,68.72,11.0,6.0,14.0,3.0,10.7,1011.4,No,0.0,12.4
1012.7,68.0,87.98,No,NW,84.74,Cobar,SE,7.0,31.0,30.0,2009-03-02,E,73.58,6.0,7.0,31.0,6.0,3.0,1013.4,No,0.0,10.4
1008.6,73.4,102.02,No,NNE,99.5,Cobar,W,19.0,28.0,65.0,2009-03-03,NE,77.0,28.0,7.0,20.0,1.0,8.4,1012.8,No,0.0,7.2
1015.6,65.48,76.1,No,SW,73.22,Cobar,SSW,22.0,46.0,54.0,2009-03-04,SSW,65.48,24.0,8.0,21.0,1.0,7.9,1016.0,No,0.0,15.2
1014.2,57.379999999999995,76.28,No,SSW,72.5,Cobar,SSW,20.0,50.0,46.0,2009-03-05,SSW,59.18,17.0,1.0,29.0,0.0,11.5,1016.9,No,0.0,11.0
1012.0,53.42,79.52,No,WSW,76.82,Cobar,WSW,11.0,52.0,41.0,2009-03-06,SSW,62.059999999999995,9.0,0.0,28.0,0.0,12.1,1014.8,No,0.0,8.4
1012.4,55.58,85.28,No,NE,82.04,Cobar,SW,11.0,42.0,26.0,2009-03-07,ESE,65.66,7.0,0.0,18.0,0.0,12.0,1014.6,No,0.0,8.0
1012.0,61.7,91.76,No,ESE,89.24,Cobar,E,15.0,29.0,46.0,2009-03-08,SE,72.68,11.0,0.0,13.0,0.0,12.0,1014.2,No,0.0,9.4
1013.2,69.98,92.11999999999999,No,ENE,88.34,Cobar,E,24.0,52.0,41.0,2009-03-09,ENE,72.5,9.0,3.0,29.0,6.0,11.2,1015.8,No,0.0,10.4
1013.7,70.88,87.98,No,E,83.3,Cobar,SW,30.0,49.0,61.0,2009-03-10,ENE,75.56,11.0,7.0,34.0,7.0,4.8,1014.9,No,0.0,10.8
1014.4,67.1,88.52,No,ENE,86.36,Cobar,ESE,26.0,54.0,46.0,2009-03-11,ENE,71.24000000000001,19.0,1.0,34.0,1.0,10.5,1016.9,No,0.0,6.8
1013.2,70.88,89.96000000000001,Yes,N,88.16,Cobar,NNE,28.0,54.0,48.0,2009-03-12,ENE,75.02,20.0,6.0,35.0,5.0,5.8,1016.2,No,0.0,11.2
1013.3,65.3,85.28,Yes,NE,83.84,Cobar,NE,13.0,86.0,39.0,2009-03-13,ENE,68.0,6.0,5.0,43.0,6.0,6.0,1016.1,Yes,9.2,7.6
1009.0,66.38,93.56,No,NW,91.4,Cobar,NW,,,37.0,2009-03-14,,,11.0,,30.0,3.0,11.5,,Yes,1.2,4.4
1012.2,60.8,75.74000000000001,No,SW,73.94,Cobar,S,17.0,47.0,39.0,2009-03-15,SSE,62.78,13.0,1.0,25.0,0.0,11.1,1014.5,No,0.0,10.4
1012.6,48.56,75.92,No,SW,73.75999999999999,Cobar,SSW,9.0,43.0,41.0,2009-03-16,SW,60.8,15.0,0.0,34.0,3.0,10.9,1015.1,No,0.0,7.6
1013.6,53.78,78.44,No,S,75.92,Cobar,SSW,11.0,58.0,30.0,2009-03-17,SSW,60.62,9.0,0.0,25.0,0.0,11.8,1015.6,No,0.0,6.8
1012.9,57.02,85.1,No,E,81.86,Cobar,ESE,11.0,41.0,28.0,2009-03-18,ESE,68.36,9.0,0.0,23.0,0.0,11.8,1015.8,No,0.0,6.4
1012.7,59.540000000000006,90.14,No,SSW,87.44,Cobar,SW,4.0,39.0,24.0,2009-03-19,E,70.34,9.0,5.0,16.0,1.0,11.3,1014.7,No,0.0,6.0
1011.9,63.68,93.02,No,WSW,90.86,Cobar,E,7.0,29.0,39.0,2009-03-20,ESE,74.84,6.0,0.0,9.0,1.0,11.6,1014.5,No,0.0,8.0
1011.9,66.38,93.56,No,SE,90.68,Cobar,ENE,13.0,40.0,28.0,2009-03-21,ENE,73.04,7.0,1.0,14.0,3.0,11.4,1014.7,No,0.0,9.0
1011.9,69.62,93.74,No,WNW,91.03999999999999,Cobar,NNW,13.0,46.0,28.0,2009-03-22,NE,71.42,13.0,7.0,19.0,1.0,7.9,1014.4,No,0.0,10.2
1012.5,70.34,96.61999999999999,No,WNW,94.46000000000001,Cobar,N,9.0,35.0,35.0,2009-03-23,N,76.64,15.0,2.0,17.0,1.0,10.8,1014.5,No,0.0,9.0
1013.7,66.56,98.6,No,NW,96.08000000000001,Cobar,NNW,15.0,30.0,43.0,2009-03-24,N,77.18,20.0,1.0,12.0,1.0,11.1,1014.9,No,0.0,10.2
1016.0,74.3,97.7,No,N,96.08000000000001,Cobar,NNW,19.0,29.0,44.0,2009-03-25,NNE,78.25999999999999,20.0,2.0,14.0,5.0,7.8,1017.3,No,0.0,15.6
1016.8,71.42,97.52,No,NW,97.34,Cobar,NNW,13.0,31.0,37.0,2009-03-26,NNE,77.36,9.0,5.0,13.0,4.0,6.6,1019.2,No,0.0,11.4
1019.3,69.44,88.16,No,S,87.44,Cobar,SE,13.0,46.0,33.0,2009-03-27,SSE,72.5,11.0,3.0,18.0,1.0,10.3,1021.3,No,0.2,11.4
1018.9,60.62,87.8,No,SSE,85.64,Cobar,ENE,20.0,52.0,37.0,2009-03-28,ENE,69.08,6.0,0.0,23.0,1.0,11.4,1021.2,No,0.0,9.8
1017.3,61.88,88.88000000000001,No,ESE,86.36,Cobar,WSW,13.0,40.0,26.0,2009-03-29,ENE,69.08,7.0,5.0,18.0,6.0,11.1,1020.3,No,0.0,7.8
1016.3,63.14,87.8,No,SSE,84.91999999999999,Cobar,SE,17.0,43.0,33.0,2009-03-30,E,68.72,9.0,3.0,24.0,1.0,11.1,1019.5,No,0.0,7.0
1015.0,63.5,86.0,No,ESE,84.2,Cobar,,15.0,49.0,,2009-03-31,SE,68.9,20.0,1.0,29.0,2.0,,1018.4,No,0.0,8.2
1014.1,64.4,87.08000000000001,No,SE,83.84,Cobar,SE,15.0,55.0,44.0,2009-04-01,SE,68.72,19.0,1.0,36.0,6.0,11.2,1016.3,No,0.0,8.4
1015.1,67.46,89.24,No,ESE,84.91999999999999,Cobar,ESE,19.0,67.0,37.0,2009-04-02,E,71.42,20.0,0.0,40.0,6.0,11.2,1017.9,No,0.0,8.8
1014.8,69.8,91.03999999999999,No,WNW,87.61999999999999,Cobar,N,19.0,60.0,31.0,2009-04-03,ENE,74.48,9.0,2.0,36.0,6.0,10.3,1018.0,No,0.0,6.8
1018.0,60.08,75.74000000000001,No,S,74.48,Cobar,S,17.0,51.0,43.0,2009-04-04,S,61.34,11.0,0.0,30.0,0.0,11.2,1020.2,No,0.2,8.2
1016.3,49.82,76.28,No,SW,75.2,Cobar,SSW,11.0,40.0,31.0,2009-04-05,SSE,62.42,15.0,0.0,17.0,0.0,11.2,1019.8,No,0.0,7.0
1018.6,51.26,73.94,No,S,71.96,Cobar,SSW,17.0,53.0,43.0,2009-04-06,SSE,61.519999999999996,15.0,0.0,23.0,0.0,11.0,1021.2,No,0.0,6.2
1020.0,48.92,78.08,No,SSE,76.28,Cobar,SSW,13.0,44.0,31.0,2009-04-07,S,56.84,13.0,0.0,26.0,0.0,11.2,1023.6,No,0.0,7.6
1019.8,56.3,83.12,No,ENE,82.58,Cobar,ENE,24.0,57.0,35.0,2009-04-08,ENE,67.82,11.0,1.0,32.0,3.0,9.0,1023.0,No,0.0,5.8
1016.9,62.78,83.66,Yes,ENE,80.06,Cobar,WNW,15.0,45.0,43.0,2009-04-09,ENE,68.18,15.0,7.0,32.0,7.0,5.5,1021.2,No,0.0,6.6
1019.3,61.7,69.08,Yes,NNE,67.82,Cobar,E,7.0,97.0,30.0,2009-04-10,NE,62.42,9.0,7.0,76.0,7.0,0.0,1021.3,Yes,14.4,6.0
1020.2,60.8,75.92,Yes,E,75.2,Cobar,ENE,4.0,94.0,31.0,2009-04-11,NNW,63.68,15.0,7.0,63.0,5.0,4.7,1023.1,Yes,2.4,0.2
1020.2,62.24,75.02,No,ENE,73.22,Cobar,NNE,4.0,89.0,20.0,2009-04-12,ENE,65.3,7.0,7.0,68.0,5.0,4.2,1022.9,Yes,5.4,2.4
1016.4,61.16,75.02,No,E,71.78,Cobar,ENE,6.0,92.0,24.0,2009-04-13,ESE,66.02,9.0,7.0,71.0,7.0,4.4,1020.6,No,0.0,1.8
1013.6,59.18,75.38,No,SSW,74.84,Cobar,SSW,,94.0,19.0,2009-04-14,,61.7,4.0,7.0,61.0,6.0,6.2,1016.4,No,0.4,2.2
1012.0,58.1,83.12,No,WSW,81.32,Cobar,WNW,15.0,56.0,39.0,2009-04-15,NW,71.6,22.0,0.0,23.0,1.0,11.1,1014.6,No,0.0,2.8
1011.2,58.82,84.91999999999999,No,WNW,83.84,Cobar,NW,13.0,52.0,33.0,2009-04-16,ENE,63.14,15.0,5.0,22.0,2.0,9.8,1015.1,No,0.0,8.0
1015.7,53.06,74.84,No,SSW,74.3,Cobar,SSW,11.0,38.0,28.0,2009-04-17,SSE,62.959999999999994,13.0,0.0,27.0,0.0,11.0,1017.7,No,0.0,5.0
1018.2,52.16,74.84,No,S,73.58,Cobar,S,7.0,50.0,35.0,2009-04-18,S,64.22,15.0,0.0,29.0,0.0,11.0,1020.9,No,0.0,5.0
1016.3,52.52,78.08,No,SSE,76.46,Cobar,ESE,7.0,46.0,26.0,2009-04-19,SSE,66.02,9.0,0.0,25.0,0.0,10.9,1020.3,No,0.0,5.0
1016.1,55.94,75.38,No,S,74.3,Cobar,SE,13.0,52.0,31.0,2009-04-20,E,64.4,15.0,0.0,23.0,1.0,11.2,1019.6,No,0.0,5.2
1016.8,53.42,75.2,No,ESE,74.12,Cobar,ESE,19.0,52.0,35.0,2009-04-21,E,62.959999999999994,13.0,1.0,33.0,1.0,10.9,1021.0,No,0.0,6.2
1018.0,54.14,76.28,No,SE,74.66,Cobar,E,15.0,58.0,31.0,2009-04-22,ESE,64.22,15.0,4.0,30.0,1.0,9.9,1021.8,No,0.0,5.0
1013.7,53.6,78.62,No,E,77.54,Cobar,NE,20.0,57.0,33.0,2009-04-23,ENE,63.5,9.0,0.0,28.0,4.0,11.0,1018.5,No,0.0,4.4
1003.6,62.059999999999995,76.28,No,NNW,75.02,Cobar,WNW,6.0,51.0,57.0,2009-04-24,NW,65.3,24.0,8.0,36.0,6.0,4.3,1009.2,No,0.0,7.0
1006.0,54.86,74.12,No,WNW,71.42,Cobar,NW,13.0,64.0,46.0,2009-04-25,WSW,62.78,24.0,1.0,36.0,5.0,10.6,1010.3,No,0.6,5.0
1010.7,52.16,65.12,No,W,61.7,Cobar,WNW,22.0,54.0,63.0,2009-04-26,WSW,55.58,19.0,1.0,37.0,6.0,9.0,1011.1,No,1.0,5.6
1015.2,42.260000000000005,67.46,No,WNW,65.84,Cobar,WSW,9.0,58.0,52.0,2009-04-27,WSW,54.68,17.0,0.0,34.0,1.0,10.3,1017.7,No,0.0,4.8
1018.6,54.32,67.82,No,SW,65.48,Cobar,WSW,17.0,78.0,35.0,2009-04-28,SW,58.459999999999994,19.0,7.0,41.0,3.0,8.0,1020.7,No,1.0,4.2
1018.9,43.16,62.6,No,SW,61.519999999999996,Cobar,SW,4.0,57.0,33.0,2009-04-29,SSE,52.52,11.0,7.0,34.0,2.0,9.6,1021.6,No,0.0,4.0
1020.1,38.660000000000004,62.6,No,S,62.24,Cobar,,9.0,54.0,,2009-04-30,S,49.64,11.0,0.0,32.0,,,1022.9,No,0.0,3.2
1021.6,43.16,66.74000000000001,No,SSE,66.38,Cobar,ESE,7.0,49.0,17.0,2009-05-01,ESE,57.2,2.0,6.0,31.0,6.0,7.8,1024.9,No,0.0,3.0
1022.5,43.879999999999995,69.08,No,SSE,67.64,Cobar,S,7.0,39.0,28.0,2009-05-02,SE,59.36,15.0,0.0,29.0,1.0,10.6,1025.6,No,0.0,2.4
1023.5,45.5,73.04,No,ESE,71.42,Cobar,ESE,9.0,54.0,30.0,2009-05-03,SE,58.64,17.0,0.0,22.0,1.0,10.7,1026.0,No,0.0,4.2
1025.8,47.3,73.94,No,SSW,73.75999999999999,Cobar,ESE,11.0,55.0,22.0,2009-05-04,SE,60.08,9.0,0.0,25.0,1.0,10.7,1028.3,No,0.0,4.2
1025.9,49.46,73.58,No,SSE,72.68,Cobar,S,7.0,41.0,22.0,2009-05-05,ESE,61.519999999999996,13.0,1.0,18.0,2.0,10.4,1029.7,No,0.0,4.8
1023.0,42.620000000000005,75.02,No,S,72.5,Cobar,SW,9.0,45.0,20.0,2009-05-06,NE,61.16,9.0,1.0,25.0,3.0,10.6,1027.4,No,0.0,4.6
1022.7,46.22,74.3,No,SE,72.68,Cobar,SE,9.0,45.0,26.0,2009-05-07,S,58.64,9.0,1.0,25.0,1.0,10.4,1025.5,No,0.0,4.0
1024.3,45.5,71.06,No,SSW,69.8,Cobar,SSW,9.0,65.0,24.0,2009-05-08,S,54.68,13.0,0.0,27.0,0.0,10.5,1027.7,No,0.0,4.0
1020.7,43.16,71.96,No,S,70.7,Cobar,SSW,4.0,55.0,24.0,2009-05-09,S,55.22,11.0,0.0,27.0,0.0,10.5,1025.1,No,0.0,4.0
1019.1,45.86,73.75999999999999,No,ESE,72.86,Cobar,SW,6.0,45.0,22.0,2009-05-10,SE,59.36,9.0,0.0,25.0,0.0,10.4,1022.2,No,0.0,3.4
1019.2,50.72,74.12,No,ENE,73.58,Cobar,ENE,17.0,52.0,30.0,2009-05-11,ENE,59.18,9.0,0.0,27.0,4.0,9.3,1022.6,No,0.0,4.2
1018.0,49.46,73.75999999999999,No,SW,70.88,Cobar,S,13.0,42.0,24.0,2009-05-12,NE,61.34,9.0,0.0,29.0,4.0,8.7,1021.5,No,0.0,4.0
1016.4,48.2,70.16,No,WSW,67.46,Cobar,WSW,2.0,45.0,33.0,2009-05-13,E,60.08,20.0,1.0,30.0,4.0,10.2,1019.1,No,0.0,3.4
1016.6,41.72,68.72,No,WSW,66.56,Cobar,WSW,6.0,51.0,31.0,2009-05-14,SW,56.120000000000005,15.0,0.0,35.0,3.0,10.0,1019.4,No,0.0,4.6
1016.6,45.5,70.16,No,W,68.36,Cobar,WSW,9.0,50.0,37.0,2009-05-15,W,59.540000000000006,19.0,1.0,32.0,1.0,10.4,1019.6,No,0.0,3.4
1016.4,47.84,69.08,No,WSW,67.82,Cobar,SW,17.0,56.0,39.0,2009-05-16,WSW,59.9,17.0,2.0,46.0,6.0,7.6,1018.1,No,0.0,4.4
1018.5,46.04,66.92,No,S,65.3,Cobar,S,7.0,64.0,31.0,2009-05-17,S,54.14,17.0,7.0,35.0,6.0,6.9,1022.3,No,0.0,3.6
1017.3,44.42,69.8,Yes,NE,66.56,Cobar,,11.0,53.0,,2009-05-18,E,54.86,15.0,5.0,32.0,7.0,,1020.3,No,0.0,3.0
1015.6,55.04,58.459999999999994,Yes,E,56.66,Cobar,NE,20.0,96.0,41.0,2009-05-19,ENE,57.02,17.0,8.0,91.0,8.0,0.0,1018.7,Yes,7.6,4.6
1014.9,54.5,60.08,Yes,ESE,55.76,Cobar,ESE,20.0,96.0,52.0,2009-05-20,E,55.58,26.0,8.0,91.0,8.0,0.0,1016.1,Yes,17.6,0.0
1016.2,54.86,68.0,No,ESE,67.1,Cobar,ESE,22.0,64.0,52.0,2009-05-21,ESE,59.72,28.0,7.0,49.0,5.0,7.5,1018.2,Yes,7.8,1.4
1015.4,51.620000000000005,69.44,No,ESE,68.72,Cobar,ESE,11.0,64.0,46.0,2009-05-22,SE,58.64,20.0,1.0,49.0,3.0,10.1,1018.5,No,0.2,2.8
1015.7,54.68,73.22,No,ENE,72.32,Cobar,E,24.0,68.0,44.0,2009-05-23,E,62.24,19.0,2.0,50.0,4.0,10.2,1017.5,No,0.0,4.0
1019.0,55.76,73.22,No,ENE,72.68,Cobar,ENE,24.0,66.0,44.0,2009-05-24,ENE,62.42,19.0,2.0,49.0,2.0,9.9,1021.2,No,0.0,4.0
