WindSpeed3pm,Humidity9am,Cloud9am,Pressure3pm,WindGustDir,Humidity3pm,RainToday,RainTomorrow,Date,MinTempF,MaxTempF,Rainfall,WindSpeed9am,WindDir3pm,Temp9amF,Pressure9am,Location,Cloud3pm,WindDir9am,Temp3pmF,Evaporation,WindGustSpeed
19.0,72.0,,1011.1,NNW,20.0,No,No,2009-01-28,54.14,92.84,0.0,6.0,NNW,66.2,1013.9,Launceston,,ESE,91.58000000000001,8.0,41.0
28.0,54.0,,1008.3,NW,25.0,No,No,2009-01-29,61.34,98.41999999999999,0.0,6.0,NNW,75.2,1011.2,Launceston,,E,95.9,10.4,44.0
19.0,49.0,,1009.3,NW,25.0,No,No,2009-01-30,69.62,102.2,0.1,7.0,NNW,80.24000000000001,1011.4,Launceston,,NNE,100.76,12.6,39.0
19.0,66.0,,1012.5,S,30.0,No,No,2009-01-31,67.28,100.76,0.0,4.0,NNW,72.68,1014.5,Launceston,,E,97.16,,43.0
7.0,58.0,,1021.2,SE,34.0,No,Yes,2009-02-01,60.62,81.32,0.0,26.0,WNW,63.14,1023.8,Launceston,,SSE,76.64,,48.0
17.0,88.0,,1014.0,SSE,92.0,Yes,Yes,2009-02-02,58.459999999999994,70.88,3.0,7.0,SSE,59.9,1016.2,Launceston,,SSE,63.32,30.4,31.0
9.0,59.0,,1015.3,NW,36.0,Yes,No,2009-02-03,54.5,80.78,1.6,22.0,SSE,60.8,1017.9,Launceston,,SE,74.84,1.6,41.0
15.0,77.0,,1010.8,WNW,40.0,No,No,2009-02-04,59.0,80.78,0.0,9.0,NW,62.24,1014.5,Launceston,,WNW,77.0,5.0,37.0
19.0,72.0,,1002.9,NNW,52.0,No,No,2009-02-05,59.18,82.75999999999999,0.0,11.0,N,68.9,1005.0,Launceston,,NW,81.32,8.0,41.0
26.0,69.0,,1007.8,NNW,49.0,No,Yes,2009-02-06,55.94,78.08,0.0,6.0,N,65.84,1010.6,Launceston,,ESE,75.92,7.2,44.0
7.0,92.0,,1000.3,NW,53.0,Yes,No,2009-02-07,57.92,86.53999999999999,4.0,4.0,SSW,61.34,1006.6,Launceston,,NE,82.94,,41.0
20.0,52.0,,1008.0,WNW,32.0,No,No,2009-02-08,59.36,75.38,0.2,17.0,WSW,63.68,1006.6,Launceston,,WNW,73.94,,48.0
11.0,54.0,,1013.4,NNW,28.0,No,No,2009-02-09,43.519999999999996,73.4,0.0,11.0,NNW,58.1,1015.5,Launceston,,E,69.8,20.8,35.0
9.0,55.0,,1015.0,N,24.0,No,Yes,2009-02-10,53.42,72.32,0.0,15.0,SE,56.48,1016.8,Launceston,,SE,70.34,6.0,37.0
9.0,57.0,,1017.8,SE,29.0,Yes,No,2009-02-11,52.16,68.72,11.0,17.0,SSE,56.48,1019.6,Launceston,,SE,66.56,6.2,41.0
20.0,60.0,,1025.5,S,33.0,No,No,2009-02-12,48.02,69.98,0.0,22.0,SE,54.32,1025.7,Launceston,,SSE,67.64,5.0,43.0
15.0,67.0,,1029.5,N,36.0,No,No,2009-02-13,45.68,73.58,0.0,13.0,NNW,56.48,1032.5,Launceston,,SE,71.78,6.4,31.0
22.0,69.0,,1023.1,NNW,43.0,No,No,2009-02-14,46.76,76.28,0.0,11.0,NNW,58.28,1028.3,Launceston,,E,73.94,,35.0
13.0,71.0,,1020.9,NW,31.0,No,Yes,2009-02-15,51.26,80.96,0.0,4.0,S,61.519999999999996,1023.1,Launceston,,ESE,78.25999999999999,,33.0
2.0,77.0,,1024.2,S,58.0,Yes,No,2009-02-16,55.22,71.06,1.4,11.0,NNE,59.36,1025.9,Launceston,,SSE,67.64,18.0,24.0
7.0,66.0,,1020.0,NW,39.0,No,No,2009-02-17,57.379999999999995,76.28,0.0,9.0,N,64.04,1023.1,Launceston,,ESE,74.12,2.8,39.0
17.0,62.0,,1015.0,N,49.0,No,No,2009-02-18,55.04,76.46,0.0,11.0,NNE,65.48,1018.4,Launceston,,ESE,73.58,5.6,26.0
9.0,65.0,,1007.5,NW,31.0,No,No,2009-02-19,53.6,82.58,0.0,11.0,NNE,64.4,1011.0,Launceston,,ESE,79.7,4.0,39.0
22.0,76.0,,1009.3,NW,62.0,No,Yes,2009-02-20,61.88,75.02,0.0,9.0,NNW,65.12,1010.5,Launceston,,NNW,71.06,5.8,37.0
6.0,85.0,,1015.0,NNW,43.0,Yes,Yes,2009-02-21,56.48,76.1,13.8,9.0,ESE,61.34,1016.4,Launceston,,ENE,73.58,,37.0
15.0,62.0,,1017.6,S,63.0,Yes,No,2009-02-22,57.92,73.04,2.6,17.0,NNW,58.64,1020.2,Launceston,,SSE,71.42,,50.0
17.0,77.0,,1008.1,NNW,52.0,No,No,2009-02-23,55.94,79.7,0.0,0.0,NNE,63.14,1013.0,Launceston,,,78.62,17.6,44.0
24.0,61.0,,1007.2,WSW,47.0,No,No,2009-02-24,51.98,73.75999999999999,0.0,22.0,WNW,56.66,1008.9,Launceston,,NNW,69.62,5.2,50.0
26.0,77.0,,1017.6,SE,45.0,No,No,2009-02-25,56.66,76.46,0.0,2.0,SE,62.059999999999995,1016.7,Launceston,,S,74.3,3.2,44.0
7.0,70.0,,1021.2,NNW,38.0,No,No,2009-02-26,57.02,79.52,0.0,11.0,SE,62.24,1022.8,Launceston,,SSE,79.16,6.4,37.0
20.0,64.0,,1014.3,N,48.0,No,No,2009-02-27,56.84,74.48,0.0,7.0,NNW,62.24,1018.0,Launceston,,SW,71.6,6.0,35.0
7.0,80.0,,1007.9,NW,37.0,No,No,2009-02-28,52.7,82.22,0.0,6.0,SSW,59.540000000000006,1009.8,Launceston,,NW,79.88,,35.0
20.0,76.0,,1010.4,NNW,50.0,No,No,2009-03-01,59.540000000000006,79.34,0.0,9.0,NNW,63.86,1011.4,Launceston,,SSE,77.0,,33.0
7.0,71.0,,1016.7,NNE,45.0,No,No,2009-03-02,59.18,78.08,0.0,11.0,ENE,62.24,1018.2,Launceston,,SSE,74.3,12.4,31.0
17.0,75.0,,1002.9,N,76.0,No,Yes,2009-03-03,62.24,71.06,0.2,19.0,NW,69.08,1009.5,Launceston,,N,67.64,4.0,54.0
30.0,60.0,,996.9,NW,67.0,Yes,Yes,2009-03-04,54.5,61.7,6.4,30.0,NW,57.02,1001.0,Launceston,,NW,60.980000000000004,2.6,61.0
24.0,48.0,,,SSE,42.0,Yes,No,2009-03-05,47.120000000000005,66.38,4.0,13.0,SSE,57.2,1008.8,Launceston,,SSE,62.42,3.6,44.0
11.0,82.0,,1009.2,NW,35.0,No,No,2009-03-06,41.18,71.42,0.0,6.0,ESE,47.3,1012.6,Launceston,,NNW,69.62,5.2,30.0
20.0,68.0,,1008.8,W,37.0,No,No,2009-03-07,47.3,72.86,0.0,19.0,WNW,57.92,1009.9,Launceston,,NNW,70.16,,46.0
9.0,62.0,,1021.0,NNW,22.0,No,No,2009-03-08,41.0,72.5,0.0,6.0,NNW,54.32,1021.2,Launceston,,E,68.54,,35.0
15.0,64.0,,1021.6,NNW,43.0,No,No,2009-03-09,51.08,72.86,0.0,7.0,NNW,60.440000000000005,1024.5,Launceston,,NNE,70.7,18.4,31.0
6.0,81.0,,1023.8,NW,40.0,No,No,2009-03-10,48.74,77.36,0.0,0.0,WNW,55.58,1025.2,Launceston,,,73.94,4.8,31.0
17.0,66.0,,1024.0,NW,45.0,No,No,2009-03-11,55.58,76.28,0.0,6.0,NW,64.94,1027.3,Launceston,,E,74.48,4.4,31.0
19.0,70.0,,1018.8,N,50.0,No,No,2009-03-12,57.56,77.18,0.0,7.0,N,64.75999999999999,1022.1,Launceston,,E,73.04,7.8,30.0
22.0,85.0,,1013.6,N,53.0,No,Yes,2009-03-13,58.82,80.96,0.0,0.0,NW,64.4,1016.9,Launceston,,,78.98,7.2,35.0
15.0,84.0,,1005.4,NNW,88.0,Yes,No,2009-03-14,60.8,75.74000000000001,24.0,7.0,NE,64.94,1009.0,Launceston,,NW,62.059999999999995,,61.0
20.0,88.0,,1001.2,NW,68.0,No,Yes,2009-03-15,50.36,64.22,0.0,9.0,NW,53.42,1002.1,Launceston,,NW,61.34,,37.0
17.0,92.0,,1002.3,SSE,50.0,Yes,No,2009-03-16,53.24,69.08,14.0,9.0,S,55.94,998.7,Launceston,,NNW,67.1,12.2,39.0
9.0,85.0,,1011.7,NW,33.0,No,No,2009-03-17,49.1,74.12,0.3,0.0,SSE,54.32,1011.7,Launceston,,,70.88,4.6,30.0
11.0,90.0,,1011.9,NW,55.0,No,No,2009-03-18,47.48,71.96,0.0,2.0,NW,52.34,1014.6,Launceston,,NNE,69.8,4.0,39.0
22.0,80.0,,1010.9,NW,54.0,No,No,2009-03-19,51.98,74.66,0.0,7.0,NW,59.540000000000006,1012.7,Launceston,,NNW,74.12,2.0,39.0
17.0,87.0,,1014.9,NW,55.0,No,No,2009-03-20,53.24,75.92,0.0,6.0,NNW,59.72,1016.9,Launceston,,E,73.94,6.8,31.0
19.0,85.0,,1011.2,NW,45.0,No,No,2009-03-21,50.36,80.78,0.0,4.0,NW,57.74,1014.4,Launceston,,E,79.52,,31.0
6.0,69.0,,1011.1,SSE,51.0,No,No,2009-03-22,57.74,80.96,0.0,11.0,SSW,66.74000000000001,1011.6,Launceston,,SSW,76.28,,28.0
11.0,78.0,,1014.5,NW,58.0,No,No,2009-03-23,60.980000000000004,76.64,0.4,17.0,S,61.7,1014.8,Launceston,,SSE,73.4,10.2,30.0
11.0,84.0,,1016.9,NNW,61.0,No,No,2009-03-24,56.3,70.88,0.5,6.0,NNW,60.440000000000005,1018.6,Launceston,,NNE,69.98,10.0,22.0
15.0,85.0,,1014.5,NNW,64.0,No,Yes,2009-03-25,60.08,69.62,0.0,15.0,WNW,62.959999999999994,1016.4,Launceston,,NNW,66.92,3.0,26.0
30.0,91.0,,1012.7,N,44.0,Yes,No,2009-03-26,54.14,69.8,2.5,13.0,W,59.9,1014.1,Launceston,,NNW,68.9,2.4,54.0
19.0,84.0,,1021.0,WNW,44.0,No,No,2009-03-27,42.08,68.54,0.0,0.0,NNW,48.74,1023.4,Launceston,,,66.2,4.6,31.0
28.0,71.0,,1018.0,NNW,60.0,No,No,2009-03-28,48.74,68.0,0.0,17.0,NNW,58.459999999999994,1020.5,Launceston,,N,66.2,,46.0
17.0,83.0,,1020.7,NW,66.0,No,No,2009-03-29,53.78,69.8,0.0,15.0,NNW,59.0,1019.7,Launceston,,NW,68.72,,37.0
26.0,72.0,,1029.8,SSE,55.0,No,No,2009-03-30,55.58,67.46,0.0,19.0,S,58.1,1029.5,Launceston,,SSE,66.2,12.0,41.0
7.0,79.0,,1028.6,ENE,50.0,No,No,2009-03-31,55.04,71.06,0.2,4.0,NNE,57.02,1031.2,Launceston,,SW,69.62,2.8,26.0
11.0,81.0,,1026.9,NNW,73.0,No,No,2009-04-01,53.96,72.68,0.0,6.0,SSE,58.82,1028.9,Launceston,,ESE,68.54,3.4,22.0
15.0,76.0,,1021.3,N,72.0,No,No,2009-04-02,58.1,73.94,0.2,13.0,NNW,68.72,1024.2,Launceston,,NW,70.52,0.2,37.0
19.0,96.0,,1008.0,,81.0,No,No,2009-04-03,55.94,75.02,0.0,4.0,NW,58.459999999999994,1013.2,Launceston,,WNW,69.25999999999999,2.8,
19.0,92.0,,1016.6,WNW,42.0,No,No,2009-04-04,43.7,66.56,0.6,0.0,NW,47.120000000000005,1017.6,Launceston,,,64.75999999999999,,31.0
22.0,81.0,,1009.2,W,37.0,No,No,2009-04-05,47.120000000000005,64.94,0.0,26.0,W,60.26,1009.4,Launceston,,N,60.62,,59.0
17.0,61.0,,1017.0,NNW,41.0,No,No,2009-04-06,36.5,62.059999999999995,0.0,15.0,W,49.82,1018.2,Launceston,,NW,60.8,10.0,33.0
9.0,77.0,,1023.1,NW,43.0,No,No,2009-04-07,48.2,70.16,0.0,4.0,NW,53.96,1024.3,Launceston,,NW,69.44,3.2,24.0
13.0,71.0,,1024.8,NW,52.0,No,No,2009-04-08,41.36,70.52,0.0,6.0,NNW,53.42,1027.0,Launceston,,ENE,68.18,1.8,24.0
17.0,73.0,,1020.5,N,65.0,No,No,2009-04-09,52.7,64.75999999999999,0.0,9.0,NW,58.82,1024.3,Launceston,,NW,62.6,2.2,30.0
20.0,69.0,,1017.6,NW,56.0,No,No,2009-04-10,55.76,67.64,0.0,11.0,NW,59.9,1019.2,Launceston,,NW,66.02,2.8,31.0
11.0,83.0,,1022.5,NW,48.0,No,No,2009-04-11,43.34,70.34,0.0,0.0,NNW,53.96,1025.9,Launceston,,,69.25999999999999,,20.0
13.0,94.0,,1017.6,N,62.0,No,No,2009-04-12,49.1,69.44,0.0,0.0,NNW,54.68,1020.1,Launceston,,,64.75999999999999,,31.0
22.0,87.0,,1019.6,NNW,63.0,No,No,2009-04-13,48.379999999999995,68.72,0.0,11.0,NNW,58.64,1022.1,Launceston,,NW,64.58,8.0,35.0
19.0,84.0,,1008.7,NNW,53.0,No,Yes,2009-04-14,44.42,73.22,0.0,7.0,N,53.6,1015.9,Launceston,,E,71.6,3.2,37.0
26.0,92.0,,999.8,NW,40.0,Yes,Yes,2009-04-15,47.3,60.08,8.4,13.0,W,49.64,992.3,Launceston,,N,59.36,4.2,80.0
26.0,92.0,,1002.2,NW,86.0,Yes,Yes,2009-04-16,42.620000000000005,59.540000000000006,1.8,9.0,NNW,51.26,1005.7,Launceston,,NW,57.02,2.6,54.0
22.0,79.0,,1013.4,WNW,67.0,Yes,No,2009-04-17,51.08,65.66,15.6,17.0,NNW,59.540000000000006,1011.7,Launceston,,N,64.58,1.4,44.0
9.0,95.0,,1019.6,ESE,55.0,No,No,2009-04-18,44.78,72.14,0.2,0.0,NNW,53.06,1020.1,Launceston,,,71.78,,20.0
7.0,79.0,,1026.1,E,48.0,No,No,2009-04-19,47.48,66.92,0.0,13.0,SSE,53.24,1028.0,Launceston,,ENE,66.2,,33.0
9.0,89.0,,1026.2,NNW,74.0,No,No,2009-04-20,42.980000000000004,58.82,0.0,7.0,NNW,49.64,1028.8,Launceston,,E,57.74,5.4,50.0
7.0,77.0,,1026.3,NW,59.0,No,No,2009-04-21,49.64,64.94,0.0,2.0,N,56.120000000000005,1028.4,Launceston,,ESE,64.04,1.8,15.0
13.0,84.0,,1025.4,NW,64.0,No,No,2009-04-22,49.82,67.82,0.0,0.0,N,57.2,1028.4,Launceston,,,66.02,0.4,26.0
15.0,93.0,,1017.0,NNE,65.0,No,No,2009-04-23,43.879999999999995,65.66,0.0,0.0,N,51.26,1021.7,Launceston,,,64.4,2.2,35.0
19.0,81.0,,997.6,N,89.0,No,Yes,2009-04-24,51.26,63.14,0.0,13.0,NNW,62.42,1003.7,Launceston,,NNW,59.540000000000006,0.8,44.0
19.0,77.0,,992.2,NW,62.0,Yes,Yes,2009-04-25,50.36,62.959999999999994,22.2,9.0,NNW,55.94,995.1,Launceston,,NNW,59.72,,39.0
17.0,89.0,,980.2,NNW,91.0,Yes,Yes,2009-04-26,45.5,52.879999999999995,19.0,13.0,SSE,46.76,985.0,Launceston,,NNE,46.76,,33.0
20.0,63.0,,1006.2,WSW,44.0,Yes,No,2009-04-27,42.260000000000005,56.3,9.8,11.0,WNW,47.84,1005.8,Launceston,,NNW,54.86,6.6,48.0
20.0,81.0,,1018.3,SSE,45.0,No,No,2009-04-28,31.46,55.4,0.0,6.0,S,41.0,1016.5,Launceston,,ENE,53.78,2.2,33.0
6.0,81.0,,1023.7,ESE,40.0,No,No,2009-04-29,31.1,57.92,0.0,9.0,NNE,39.02,1025.5,Launceston,,E,57.379999999999995,1.6,17.0
9.0,81.0,,1021.3,NW,66.0,No,Yes,2009-04-30,30.92,55.4,0.0,2.0,NW,39.2,1024.6,Launceston,,ENE,53.06,2.0,20.0
17.0,96.0,,1017.6,NNW,46.0,Yes,No,2009-05-01,38.660000000000004,61.7,4.6,11.0,WNW,55.04,1016.8,Launceston,,NNW,60.980000000000004,0.0,50.0
19.0,92.0,,1021.9,NNW,70.0,No,No,2009-05-02,36.14,63.5,0.0,0.0,NNW,43.879999999999995,1024.3,Launceston,,,61.16,,30.0
19.0,98.0,,1022.6,NNW,66.0,No,No,2009-05-03,35.78,63.14,0.0,0.0,NNW,43.7,1025.6,Launceston,,,61.7,,30.0
20.0,80.0,,1026.8,SSE,33.0,No,No,2009-05-04,43.519999999999996,63.5,0.0,7.0,SSE,56.48,1023.6,Launceston,,NW,60.8,5.0,35.0
19.0,84.0,,1027.5,NNW,50.0,No,No,2009-05-05,34.34,62.059999999999995,0.0,7.0,NNW,39.2,1032.2,Launceston,,ESE,61.34,3.2,28.0
20.0,98.0,,1021.0,NW,67.0,No,No,2009-05-06,38.48,63.32,0.0,4.0,NNW,39.38,1025.7,Launceston,,SSE,61.34,1.0,33.0
20.0,69.0,,1023.8,ESE,39.0,No,No,2009-05-07,39.38,61.88,0.0,13.0,SSE,53.42,1023.8,Launceston,,ESE,60.980000000000004,1.8,35.0
13.0,87.0,,1025.0,NNW,56.0,No,No,2009-05-08,35.6,63.68,0.0,6.0,NNW,42.620000000000005,1028.9,Launceston,,NW,63.32,2.6,19.0
15.0,96.0,,1023.5,SE,47.0,No,No,2009-05-09,37.76,66.92,0.0,6.0,SE,43.7,1024.9,Launceston,,N,64.58,,28.0
9.0,97.0,,1026.3,NW,64.0,No,No,2009-05-10,39.38,60.440000000000005,0.0,7.0,NW,43.7,1028.9,Launceston,,E,58.1,,17.0
6.0,95.0,,1023.5,NNW,82.0,No,No,2009-05-11,43.7,59.540000000000006,0.0,0.0,NNW,50.72,1026.3,Launceston,,,57.02,4.2,17.0
22.0,97.0,,1016.7,NW,62.0,No,No,2009-05-12,47.48,62.6,1.0,0.0,NW,49.28,1021.6,Launceston,,,59.18,0.4,31.0
