Pressure_3_pm,Location,Temp_9_am_F,Wind_Speed_9_am,Rain_Tomorrow,Wind_Gust_Dir,Pressure_9_am,Max_Temp_F,Wind_Speed_3_pm,Min_Temp_F,Date,Rainfall,Wind_Dir_3_pm,Wind_Dir_9_am,Rain_Today,Humidity_3_pm,Wind_Gust_Speed,Temp_3_pm_F,Humidity_9_am
1026.2,Witchcliffe,53.96,7.0,No,SSE,1030.2,78.8,13.0,43.7,2009-03-04,0.0,ESE,ESE,No,32.0,37.0,77.36,70.0
1023.0,Witchcliffe,59.36,7.0,No,SE,1025.7,84.02,17.0,47.120000000000005,2009-03-05,0.0,W,SE,No,34.0,30.0,81.68,76.0
1021.9,Witchcliffe,64.22,20.0,No,SSE,1023.3,75.56,28.0,59.36,2009-03-06,0.2,SSE,SE,No,53.0,54.0,74.3,84.0
1019.9,Witchcliffe,56.66,15.0,No,E,1023.2,82.4,11.0,51.98,2009-03-07,0.2,ENE,ESE,No,36.0,31.0,80.42,78.0
1016.0,Witchcliffe,63.32,7.0,No,N,1018.0,86.18,11.0,51.98,2009-03-08,0.0,NNE,ENE,No,29.0,28.0,84.91999999999999,63.0
1015.8,Witchcliffe,62.78,0.0,No,WNW,1017.0,89.06,17.0,49.64,2009-03-09,0.0,W,,No,28.0,26.0,86.72,77.0
1012.6,Witchcliffe,63.86,6.0,No,NW,1014.5,95.18,19.0,52.52,2009-03-10,0.0,WNW,SE,No,26.0,35.0,91.76,77.0
1015.7,Witchcliffe,69.08,15.0,No,S,1014.3,73.22,22.0,54.68,2009-03-11,0.0,SSE,S,No,64.0,39.0,67.82,78.0
1015.9,Witchcliffe,59.18,6.0,No,SW,1017.6,73.04,22.0,47.66,2009-03-12,0.0,S,ESE,No,44.0,35.0,70.7,71.0
1022.2,Witchcliffe,64.04,13.0,No,S,1021.4,70.88,24.0,50.0,2009-03-13,0.0,SSE,SSE,No,41.0,43.0,68.36,57.0
1019.9,Witchcliffe,53.96,11.0,No,SSE,1024.8,78.25999999999999,17.0,45.5,2009-03-14,0.0,SE,SE,No,33.0,39.0,75.56,69.0
1012.8,Witchcliffe,60.08,9.0,No,NE,1016.9,90.5,11.0,51.8,2009-03-15,0.0,ESE,ESE,No,30.0,30.0,88.16,67.0
1010.6,Witchcliffe,67.46,15.0,No,NNW,1011.4,84.2,20.0,55.58,2009-03-16,0.0,NW,N,No,55.0,35.0,78.98,93.0
1010.7,Witchcliffe,67.46,20.0,,,1010.4,74.3,30.0,64.04,2009-03-17,0.2,WNW,WNW,No,61.0,,70.34,75.0
1018.0,Witchcliffe,61.7,11.0,No,SW,1017.5,68.9,15.0,,2009-03-18,,SW,SW,,56.0,39.0,65.12,56.0
1013.6,Witchcliffe,62.959999999999994,11.0,No,NW,1016.9,72.5,19.0,57.02,2009-03-19,0.0,WNW,WNW,No,56.0,41.0,68.18,57.0
1010.3,Witchcliffe,65.84,17.0,Yes,WSW,1009.0,70.52,20.0,62.959999999999994,2009-03-20,0.0,WSW,WNW,No,66.0,43.0,65.3,73.0
1017.2,Witchcliffe,57.56,,No,WNW,1017.4,68.9,17.0,51.620000000000005,2009-03-21,2.4,W,,Yes,54.0,26.0,66.02,80.0
1014.6,Witchcliffe,60.08,6.0,Yes,W,1015.6,71.96,13.0,52.52,2009-03-22,0.0,W,N,No,54.0,30.0,68.18,72.0
1013.9,Witchcliffe,62.78,0.0,No,W,1013.7,72.14,15.0,57.02,2009-03-23,10.6,SW,,Yes,57.0,30.0,69.62,99.0
1015.4,Witchcliffe,65.84,9.0,No,WNW,1016.2,74.12,15.0,55.58,2009-03-24,0.2,WNW,WNW,No,77.0,30.0,68.72,68.0
1021.0,Witchcliffe,59.0,0.0,No,SSE,1021.1,73.04,11.0,49.64,2009-03-25,0.2,SSW,,No,53.0,28.0,71.42,91.0
1021.6,Witchcliffe,55.04,6.0,No,WSW,1024.7,80.24000000000001,17.0,46.4,2009-03-26,0.0,WSW,SE,No,44.0,28.0,77.54,96.0
1017.9,Witchcliffe,62.42,0.0,No,SSW,1019.8,81.14,17.0,49.64,2009-03-27,0.0,SSW,,No,56.0,30.0,78.08,99.0
1022.0,Witchcliffe,66.38,11.0,Yes,SSW,1021.1,67.82,24.0,60.62,2009-03-28,0.0,SSE,SSW,No,78.0,50.0,64.22,82.0
1023.0,Witchcliffe,60.980000000000004,19.0,No,SE,1026.0,68.72,24.0,54.32,2009-03-29,2.2,SE,SE,Yes,53.0,44.0,66.56,62.0
1015.8,Witchcliffe,59.540000000000006,13.0,No,S,1019.4,75.2,20.0,51.44,2009-03-30,0.0,SSE,SE,No,56.0,39.0,70.52,74.0
1020.2,Witchcliffe,62.959999999999994,13.0,No,SSE,1019.4,69.08,22.0,51.08,2009-03-31,0.0,S,SSE,No,91.0,41.0,57.02,65.0
1023.9,Witchcliffe,57.92,13.0,No,SE,1025.7,66.02,17.0,39.2,2009-04-01,0.8,S,S,No,36.0,31.0,64.58,55.0
1026.1,Witchcliffe,59.0,11.0,No,SSE,1026.3,67.82,24.0,41.18,2009-04-02,0.0,SSE,N,No,63.0,35.0,62.959999999999994,55.0
1027.7,Witchcliffe,60.26,11.0,No,SSE,1031.3,73.4,20.0,46.22,2009-04-03,0.0,SE,E,No,44.0,35.0,71.78,59.0
1028.0,Witchcliffe,57.92,9.0,No,SSE,1031.0,77.36,22.0,45.14,2009-04-04,0.0,SSE,ESE,No,50.0,43.0,72.14,71.0
1027.0,Witchcliffe,57.02,13.0,No,SSE,1031.4,76.28,22.0,47.66,2009-04-05,0.0,S,ESE,No,48.0,33.0,71.96,72.0
1022.7,Witchcliffe,60.8,9.0,No,SSE,1027.2,80.78,11.0,44.239999999999995,2009-04-06,0.0,NE,ENE,No,30.0,33.0,80.06,70.0
1020.1,Witchcliffe,69.98,13.0,No,N,1023.3,83.3,17.0,43.7,2009-04-07,0.2,N,NE,No,27.0,35.0,82.22,53.0
1018.1,Witchcliffe,62.24,0.0,No,SE,1020.0,84.56,11.0,50.54,2009-04-08,0.0,WSW,,No,28.0,31.0,82.75999999999999,99.0
1019.2,Witchcliffe,64.4,15.0,No,SSE,1021.6,72.5,28.0,56.84,2009-04-09,0.0,SSE,SE,No,62.0,43.0,68.18,76.0
1013.6,Witchcliffe,62.059999999999995,11.0,No,S,1018.1,82.04,17.0,53.06,2009-04-10,0.0,SE,ESE,No,47.0,30.0,79.16,77.0
1013.4,Witchcliffe,64.4,24.0,No,SSE,1014.7,78.25999999999999,22.0,60.08,2009-04-11,0.4,SSE,SSE,No,59.0,39.0,76.82,78.0
1016.5,Witchcliffe,69.08,17.0,No,E,1019.4,87.98,24.0,60.62,2009-04-12,0.0,SSE,ESE,No,52.0,43.0,80.06,65.0
1013.6,Witchcliffe,62.6,17.0,No,SSE,1017.5,84.02,17.0,55.4,2009-04-13,0.0,SSE,SE,No,60.0,37.0,73.58,78.0
1018.1,Witchcliffe,67.1,19.0,No,SE,1018.4,69.98,26.0,61.34,2009-04-14,0.0,SSE,SE,No,51.0,50.0,68.54,70.0
1019.3,Witchcliffe,58.28,13.0,No,SSE,1022.4,68.18,24.0,48.02,2009-04-15,0.0,SSE,E,No,51.0,46.0,65.84,59.0
1015.5,Witchcliffe,57.74,6.0,No,SSE,1019.2,71.06,17.0,42.8,2009-04-16,0.0,SSE,E,No,54.0,30.0,68.9,76.0
1014.9,Witchcliffe,58.1,13.0,No,SE,1016.6,72.86,19.0,51.620000000000005,2009-04-17,0.0,SE,SE,No,59.0,37.0,70.34,86.0
1015.2,Witchcliffe,63.86,9.0,No,SSW,1016.6,83.48,13.0,52.16,2009-04-18,0.2,WNW,ESE,No,47.0,44.0,77.9,79.0
1014.3,Witchcliffe,65.84,7.0,No,SSE,1016.5,78.62,19.0,51.620000000000005,2009-04-19,0.0,S,SSE,No,65.0,30.0,73.4,99.0
1013.6,Witchcliffe,64.94,15.0,No,SSE,1016.3,73.58,17.0,57.2,2009-04-20,0.0,SSE,SSE,No,55.0,31.0,71.06,71.0
1008.2,Witchcliffe,60.8,6.0,Yes,SW,1011.0,76.28,17.0,59.18,2009-04-21,0.0,SSW,ESE,No,64.0,28.0,72.14,99.0
1017.0,Witchcliffe,59.540000000000006,22.0,No,S,1014.9,64.58,22.0,50.36,2009-04-22,1.6,SSW,S,Yes,40.0,48.0,61.16,62.0
1023.3,Witchcliffe,58.82,9.0,Yes,SW,1024.7,66.38,15.0,54.14,2009-04-23,0.0,SW,SSW,No,87.0,33.0,60.26,69.0
1022.2,Witchcliffe,63.32,11.0,No,W,1023.7,68.54,19.0,55.76,2009-04-24,1.4,WSW,WSW,Yes,61.0,33.0,66.92,75.0
1023.0,Witchcliffe,62.6,6.0,No,WSW,1024.3,69.8,15.0,57.379999999999995,2009-04-25,0.4,SSW,SSW,No,74.0,26.0,65.48,82.0
1022.6,Witchcliffe,61.34,7.0,No,SSE,1024.4,68.72,13.0,52.879999999999995,2009-04-26,0.4,SSE,E,No,65.0,26.0,65.84,83.0
1020.6,Witchcliffe,57.74,7.0,No,SSE,1022.4,71.78,15.0,48.2,2009-04-27,0.0,SSE,ENE,No,54.0,28.0,69.08,87.0
1023.1,Witchcliffe,61.16,7.0,No,SSE,1026.4,75.2,15.0,43.34,2009-04-28,0.0,SSE,ESE,No,49.0,28.0,74.12,72.0
1021.5,Witchcliffe,58.459999999999994,6.0,No,SSW,1022.1,73.75999999999999,17.0,47.48,2009-04-29,0.0,SSW,SSE,No,56.0,31.0,68.54,99.0
1026.2,Witchcliffe,57.2,2.0,No,S,1027.3,66.02,17.0,46.76,2009-04-30,0.0,SSE,SSE,No,47.0,33.0,63.86,67.0
1028.1,Witchcliffe,53.78,4.0,No,SSE,1030.8,69.8,19.0,35.78,2009-05-01,0.0,ESE,ENE,No,45.0,28.0,67.82,86.0
1025.6,Witchcliffe,49.82,9.0,No,WSW,1029.2,76.28,9.0,40.46,2009-05-02,0.0,SW,ESE,No,37.0,24.0,72.68,96.0
1024.9,Witchcliffe,52.7,7.0,No,SE,1027.5,75.02,9.0,44.239999999999995,2009-05-03,0.2,SSE,ESE,No,41.0,20.0,72.68,98.0
1025.6,Witchcliffe,56.66,0.0,No,W,1027.5,80.06,13.0,41.54,2009-05-04,0.0,WSW,,No,30.0,52.0,76.28,99.0
1027.7,Witchcliffe,53.6,0.0,No,ENE,1029.8,80.78,9.0,42.260000000000005,2009-05-05,0.0,NW,,No,27.0,50.0,79.34,99.0
1028.6,Witchcliffe,62.6,6.0,No,NNE,1031.1,77.54,9.0,43.519999999999996,2009-05-06,0.2,NNE,ESE,No,30.0,33.0,74.3,56.0
1027.1,Witchcliffe,63.32,15.0,No,NNE,1029.9,77.54,13.0,42.08,2009-05-07,0.0,N,NNE,No,32.0,31.0,75.56,52.0
1026.5,Witchcliffe,59.36,4.0,No,N,1029.2,73.58,2.0,44.6,2009-05-08,0.0,NW,E,No,45.0,20.0,69.98,65.0
1021.7,Witchcliffe,63.5,11.0,No,N,1025.1,76.82,22.0,42.260000000000005,2009-05-09,0.0,NNW,NNE,No,35.0,35.0,73.4,56.0
1019.1,Witchcliffe,61.34,7.0,Yes,WNW,1019.7,69.44,6.0,50.54,2009-05-10,0.0,W,N,No,62.0,28.0,67.46,63.0
1024.1,Witchcliffe,59.36,13.0,No,SSE,1024.8,68.72,20.0,52.52,2009-05-11,1.2,SE,ESE,Yes,57.0,37.0,64.75999999999999,89.0
1027.1,Witchcliffe,55.94,7.0,No,ESE,1029.6,68.36,19.0,41.9,2009-05-12,0.0,ESE,E,No,46.0,37.0,66.74000000000001,75.0
1026.1,Witchcliffe,50.0,7.0,No,SSE,1029.6,67.82,19.0,39.2,2009-05-13,0.2,SSE,SE,No,44.0,28.0,66.74000000000001,98.0
1023.6,Witchcliffe,50.36,0.0,No,SSE,1027.0,69.25999999999999,11.0,41.0,2009-05-14,0.2,SE,,No,43.0,26.0,68.18,94.0
1021.5,Witchcliffe,48.56,0.0,No,W,1024.6,72.32,11.0,35.96,2009-05-15,0.0,W,,No,42.0,20.0,69.98,99.0
1020.2,Witchcliffe,47.48,4.0,No,SW,1022.7,72.68,11.0,34.7,2009-05-16,0.0,W,SSE,No,34.0,19.0,71.24000000000001,99.0
1014.9,Witchcliffe,49.82,,No,W,1019.0,75.2,9.0,35.24,2009-05-17,0.0,W,,No,35.0,20.0,73.4,99.0
1012.8,Witchcliffe,57.379999999999995,4.0,Yes,WNW,1014.9,72.68,17.0,42.260000000000005,2009-05-18,0.0,WNW,N,No,53.0,33.0,68.36,99.0
1014.3,Witchcliffe,66.02,11.0,No,WSW,1015.5,71.06,13.0,55.4,2009-05-19,2.0,WNW,W,Yes,51.0,28.0,69.8,67.0
1006.4,Witchcliffe,65.66,20.0,Yes,NNW,1009.9,71.42,20.0,51.44,2009-05-20,0.0,WNW,NNW,No,87.0,65.0,61.88,67.0
993.5,Witchcliffe,68.0,35.0,Yes,NNW,992.9,68.18,28.0,58.64,2009-05-21,47.0,WNW,NNW,Yes,75.0,70.0,55.76,68.0
1001.9,Witchcliffe,53.78,31.0,Yes,WSW,999.6,59.540000000000006,31.0,50.36,2009-05-22,12.4,WSW,WSW,Yes,69.0,83.0,53.42,59.0
1010.9,Witchcliffe,54.5,20.0,No,SW,1009.3,59.0,20.0,49.28,2009-05-23,17.0,S,S,Yes,53.0,63.0,57.92,64.0
1018.0,Witchcliffe,55.04,0.0,No,SSE,1018.4,62.6,9.0,46.94,2009-05-24,0.4,S,,No,67.0,31.0,60.26,92.0
1018.8,Witchcliffe,49.82,0.0,No,N,1021.4,64.22,11.0,37.94,2009-05-25,0.0,ENE,,No,54.0,28.0,62.78,99.0
1017.6,Witchcliffe,51.44,7.0,No,ENE,1020.1,67.28,11.0,41.9,2009-05-26,0.0,SE,ESE,No,44.0,24.0,66.2,76.0
1017.4,Witchcliffe,54.14,9.0,No,ENE,1019.8,69.44,11.0,41.9,2009-05-27,0.2,ENE,ENE,No,43.0,24.0,69.25999999999999,65.0
1018.9,Witchcliffe,51.44,6.0,No,ENE,1021.4,70.34,11.0,42.620000000000005,2009-05-28,0.0,E,SE,No,40.0,24.0,69.25999999999999,76.0
1019.0,Witchcliffe,53.06,6.0,No,NE,1021.5,71.6,13.0,39.2,2009-05-29,0.0,NNE,E,No,45.0,24.0,69.98,79.0
1016.1,Witchcliffe,59.36,11.0,Yes,NE,1018.1,69.08,13.0,46.94,2009-05-30,0.0,NNE,NE,No,59.0,46.0,65.66,56.0
1017.7,Witchcliffe,57.02,0.0,No,N,1017.9,72.14,13.0,55.94,2009-05-31,5.6,NNE,,Yes,58.0,26.0,64.22,97.0
1017.5,Witchcliffe,53.6,9.0,Yes,ENE,1020.7,72.5,13.0,48.2,2009-06-01,0.2,S,SE,No,59.0,20.0,69.62,99.0
1016.7,Witchcliffe,56.84,2.0,Yes,WNW,1017.4,68.0,7.0,53.24,2009-06-02,15.2,W,NNE,Yes,78.0,30.0,62.42,99.0
1018.4,Witchcliffe,55.4,0.0,Yes,WSW,1018.9,60.440000000000005,26.0,45.68,2009-06-03,1.2,SW,,Yes,58.0,52.0,57.56,99.0
1020.6,Witchcliffe,53.78,22.0,Yes,SSW,1020.6,61.519999999999996,13.0,45.5,2009-06-04,14.6,S,SSW,Yes,77.0,52.0,57.56,87.0
1023.3,Witchcliffe,58.28,9.0,Yes,S,1024.0,64.4,20.0,53.42,2009-06-05,2.4,SSE,S,Yes,80.0,41.0,58.82,75.0
1027.0,Witchcliffe,53.24,11.0,No,SSW,1027.9,62.42,17.0,45.32,2009-06-06,2.0,SSW,SE,Yes,58.0,28.0,59.0,99.0
1024.4,Witchcliffe,52.34,7.0,Yes,W,1026.8,63.14,11.0,41.9,2009-06-07,0.0,SW,N,No,90.0,20.0,58.28,79.0
1022.4,Witchcliffe,50.18,0.0,No,N,1024.7,65.84,11.0,41.54,2009-06-08,3.0,N,,Yes,67.0,17.0,63.32,99.0
1013.6,Witchcliffe,55.76,11.0,Yes,N,1019.0,65.84,24.0,42.44,2009-06-09,0.2,NNE,NNE,No,56.0,43.0,65.3,66.0
1008.6,Witchcliffe,63.32,19.0,Yes,NNW,1010.0,68.18,26.0,55.58,2009-06-10,13.2,NW,NW,Yes,58.0,56.0,65.3,73.0
1010.8,Witchcliffe,54.14,6.0,Yes,SSW,1010.6,59.9,19.0,52.879999999999995,2009-06-11,23.6,S,S,Yes,70.0,39.0,55.04,90.0
1018.8,Witchcliffe,53.78,13.0,Yes,SSE,1018.4,59.36,13.0,43.879999999999995,2009-06-12,3.2,S,S,Yes,63.0,39.0,58.459999999999994,69.0
1024.9,Witchcliffe,52.52,,No,SW,1024.6,60.980000000000004,11.0,40.28,2009-06-13,1.8,SSW,,Yes,50.0,28.0,60.8,99.0
1025.2,Witchcliffe,55.04,13.0,,WNW,1026.5,62.78,13.0,46.76,2009-06-14,0.4,WNW,N,No,94.0,37.0,59.36,90.0
1021.8,Witchcliffe,59.18,15.0,,NNW,1024.4,66.74000000000001,24.0,51.26,2009-06-15,,NW,NW,,72.0,44.0,63.5,99.0
1019.8,Witchcliffe,58.82,2.0,,NNW,1022.3,62.059999999999995,7.0,56.48,2009-06-16,,E,ESE,,94.0,30.0,58.64,95.0
1012.2,Witchcliffe,59.9,15.0,,WNW,1016.5,66.38,30.0,51.8,2009-06-17,,NNW,NNW,,64.0,63.0,64.04,74.0
1009.7,Witchcliffe,61.7,17.0,Yes,NW,1012.7,65.66,19.0,57.02,2009-06-18,,NW,WNW,,57.0,61.0,62.6,60.0
