Date,WindDir9am,WindDir3pm,MaxTempF,MinTempF,WindGustSpeed,Humidity3pm,Rainfall,Pressure9am,Cloud9am,WindSpeed3pm,Sunshine,Cloud3pm,RainTomorrow,Pressure3pm,Location,Evaporation,Humidity9am,WindSpeed9am,Temp3pmF,Temp9amF,WindGustDir,RainToday
2009-02-11,S,S,76.28,50.36,52.0,20.0,0.0,1020.1,0.0,28.0,12.6,0.0,No,1017.3,Mildura,12.0,57.0,24.0,73.04,55.94,S,No
2009-02-12,S,SSE,81.14,51.44,48.0,22.0,0.0,1019.9,1.0,24.0,12.6,1.0,No,1016.8,Mildura,10.0,60.0,22.0,76.46,56.120000000000005,SSE,No
2009-02-13,SE,ESE,80.42,55.94,50.0,35.0,0.0,1020.6,4.0,28.0,6.6,5.0,No,1018.6,Mildura,10.4,54.0,24.0,77.0,62.959999999999994,ESE,No
2009-02-14,ENE,SE,86.53999999999999,62.6,39.0,29.0,0.0,1020.4,1.0,24.0,11.4,4.0,No,1017.3,Mildura,7.6,46.0,22.0,82.4,68.18,ENE,No
2009-02-15,SW,SSE,87.98,63.14,33.0,20.0,0.0,1015.3,7.0,15.0,4.2,7.0,No,1013.3,Mildura,9.0,51.0,4.0,86.72,66.38,S,No
2009-02-16,SE,ESE,90.32,65.3,43.0,21.0,0.0,1015.7,5.0,24.0,11.6,2.0,No,1013.2,Mildura,12.8,45.0,13.0,87.44,73.4,ESE,No
2009-02-17,NE,ESE,91.76,64.75999999999999,41.0,19.0,0.0,1013.8,5.0,26.0,10.2,1.0,No,1011.8,Mildura,6.6,47.0,19.0,88.16,74.3,ESE,No
2009-02-18,E,SSE,90.68,59.72,31.0,23.0,0.0,1011.6,2.0,19.0,9.2,6.0,No,1008.6,Mildura,10.4,48.0,7.0,87.44,73.94,ESE,No
2009-02-19,NNW,WNW,97.16,62.059999999999995,50.0,14.0,0.0,1008.7,0.0,19.0,11.3,2.0,No,1007.1,Mildura,8.6,36.0,7.0,95.18,76.46,SW,No
2009-02-20,SW,SSW,86.36,64.94,33.0,28.0,0.0,1014.8,7.0,19.0,7.6,3.0,No,1013.6,Mildura,12.4,69.0,17.0,81.14,65.3,SW,No
2009-02-21,S,S,83.84,57.74,43.0,28.0,0.0,1018.4,0.0,22.0,12.3,0.0,No,1015.4,Mildura,8.0,57.0,17.0,80.06,62.78,S,No
2009-02-22,SE,WNW,87.61999999999999,56.84,33.0,22.0,0.0,1016.5,0.0,11.0,12.0,1.0,No,1013.5,Mildura,9.2,63.0,13.0,83.84,63.32,SSE,No
2009-02-23,N,WNW,97.52,57.56,57.0,8.0,0.0,1012.5,3.0,24.0,10.8,7.0,No,1010.6,Mildura,8.0,29.0,9.0,95.53999999999999,72.32,W,No
2009-02-24,SE,SE,83.48,53.42,41.0,15.0,0.0,1018.9,0.0,20.0,12.3,3.0,No,1016.6,Mildura,9.4,52.0,17.0,78.8,58.28,S,No
2009-02-25,ESE,S,87.08000000000001,51.44,39.0,16.0,0.0,1019.0,0.0,11.0,12.1,2.0,No,1016.8,Mildura,9.6,48.0,19.0,82.75999999999999,60.26,SSE,No
2009-02-26,E,NNW,93.2,58.64,22.0,13.0,0.0,1017.0,1.0,4.0,11.0,7.0,No,1014.2,Mildura,7.0,49.0,15.0,89.78,66.74000000000001,E,No
2009-02-27,NNE,WNW,103.1,63.32,43.0,6.0,0.0,1012.4,1.0,15.0,10.4,3.0,No,1010.1,Mildura,8.0,16.0,17.0,99.86,76.64,NW,No
2009-02-28,S,SSW,86.53999999999999,58.1,37.0,21.0,0.0,1013.8,1.0,20.0,12.2,1.0,No,1012.1,Mildura,14.0,69.0,19.0,81.86,60.26,S,No
2009-03-01,SSE,WSW,79.52,59.36,31.0,28.0,0.0,1015.1,7.0,7.0,5.5,7.0,No,1013.8,Mildura,10.2,53.0,13.0,75.56,60.26,SSW,No
2009-03-02,E,NW,82.58,59.9,26.0,31.0,0.0,1013.3,7.0,13.0,1.1,8.0,No,1012.6,Mildura,6.0,42.0,13.0,77.18,68.72,NW,No
2009-03-03,NNE,W,99.68,68.72,63.0,16.0,0.6,1005.7,7.0,24.0,0.3,7.0,Yes,1003.2,Mildura,5.8,37.0,31.0,96.61999999999999,82.58,N,No
2009-03-04,WNW,WSW,74.12,51.44,57.0,27.0,1.2,1019.4,0.0,30.0,0.7,6.0,No,1018.2,Mildura,12.8,66.0,19.0,72.32,58.82,WSW,Yes
2009-03-05,SSW,SSW,76.28,57.2,43.0,41.0,0.0,1021.2,4.0,22.0,8.8,7.0,No,1018.7,Mildura,8.0,61.0,17.0,71.42,60.26,SW,No
2009-03-06,SSW,SW,77.36,50.36,28.0,33.0,0.0,1019.0,1.0,15.0,10.3,0.0,No,1015.7,Mildura,7.2,76.0,13.0,73.4,54.86,S,No
2009-03-07,SSE,ESE,81.5,53.96,28.0,32.0,0.0,1016.7,1.0,6.0,11.1,7.0,No,1014.9,Mildura,6.0,66.0,13.0,77.9,60.08,S,No
2009-03-08,SE,SSE,83.66,55.94,33.0,30.0,0.0,1018.4,3.0,13.0,10.9,1.0,No,1016.6,Mildura,7.4,57.0,22.0,79.88,61.7,SE,No
2009-03-09,ESE,E,89.6,54.32,26.0,17.0,0.0,1018.7,1.0,9.0,11.5,0.0,No,1015.3,Mildura,8.8,53.0,17.0,86.72,62.24,SE,No
2009-03-10,S,ESE,72.32,62.059999999999995,35.0,87.0,0.0,1016.9,8.0,11.0,0.4,8.0,Yes,1016.9,Mildura,8.2,39.0,11.0,69.08,67.28,SE,No
2009-03-11,E,ENE,84.91999999999999,62.78,41.0,45.0,7.0,1017.0,6.0,20.0,6.1,7.0,Yes,1014.1,Mildura,1.2,86.0,17.0,84.02,67.28,NE,Yes
2009-03-12,SSE,SE,79.16,65.66,31.0,73.0,1.2,1016.4,7.0,7.0,2.0,7.0,Yes,1014.8,Mildura,6.2,95.0,7.0,73.58,65.66,E,Yes
2009-03-13,NE,SSE,86.53999999999999,62.42,24.0,41.0,14.0,1015.9,1.0,11.0,11.0,3.0,No,1013.4,Mildura,3.0,92.0,7.0,84.74,68.0,ESE,Yes
2009-03-14,NNW,WSW,81.68,66.92,50.0,42.0,0.0,1010.3,7.0,30.0,8.3,6.0,No,1010.7,Mildura,4.8,67.0,9.0,80.06,72.86,WSW,No
2009-03-15,WSW,WSW,70.52,49.64,41.0,37.0,0.0,1017.8,2.0,19.0,7.2,7.0,No,1015.4,Mildura,9.4,63.0,13.0,68.36,56.3,SW,No
2009-03-16,WSW,WSW,71.06,54.68,33.0,50.0,0.0,1017.2,6.0,17.0,1.8,7.0,No,1016.0,Mildura,5.2,86.0,13.0,68.18,58.82,SW,No
2009-03-17,S,SW,73.58,49.28,30.0,42.0,0.0,1019.5,0.0,13.0,11.4,1.0,No,1017.6,Mildura,4.4,84.0,13.0,70.88,54.32,S,No
2009-03-18,ESE,NW,82.94,46.58,26.0,20.0,0.0,1017.1,0.0,15.0,8.8,6.0,No,1014.1,Mildura,6.6,58.0,7.0,79.88,57.2,NW,No
2009-03-19,N,N,93.74,57.02,31.0,13.0,0.0,1014.5,1.0,15.0,11.3,0.0,No,1012.0,Mildura,5.8,41.0,11.0,91.22,66.74000000000001,NNW,No
2009-03-20,S,NNW,93.02,58.28,28.0,16.0,0.0,1015.4,1.0,13.0,11.1,1.0,No,1012.5,Mildura,8.0,67.0,15.0,91.03999999999999,63.32,NW,No
2009-03-21,NNE,NW,99.86,63.32,50.0,8.0,0.0,1012.3,1.0,24.0,9.0,5.0,No,1009.8,Mildura,7.4,31.0,11.0,97.52,72.5,N,No
2009-03-22,SW,WSW,83.48,63.5,41.0,33.0,0.0,1015.1,7.0,13.0,10.3,2.0,No,1012.8,Mildura,12.4,76.0,19.0,80.42,63.68,WSW,No
2009-03-23,SSE,WSW,80.6,52.879999999999995,26.0,29.0,0.0,1017.2,1.0,11.0,11.1,0.0,No,1014.7,Mildura,8.0,77.0,15.0,77.36,56.66,SSE,No
2009-03-24,SE,,83.48,52.879999999999995,35.0,28.0,0.0,1016.6,2.0,0.0,4.8,7.0,No,1014.8,Mildura,4.8,51.0,2.0,82.58,61.88,ENE,No
2009-03-25,NW,NW,91.4,61.88,39.0,23.0,0.0,1015.8,7.0,20.0,9.7,1.0,No,1014.4,Mildura,5.8,45.0,9.0,89.6,71.96,W,No
2009-03-26,S,SSW,83.12,62.78,39.0,36.0,0.0,1021.1,3.0,20.0,11.2,1.0,No,1020.8,Mildura,8.8,70.0,17.0,80.42,66.02,SSE,No
2009-03-27,SSE,SSE,79.34,51.98,31.0,17.0,0.0,1027.0,0.0,17.0,11.0,1.0,No,1024.5,Mildura,8.2,67.0,15.0,75.92,55.04,S,No
2009-03-28,SE,NNW,83.84,46.58,20.0,21.0,0.0,1024.2,1.0,7.0,10.9,1.0,No,1021.1,Mildura,6.6,49.0,7.0,82.4,56.66,NE,No
2009-03-29,,SE,88.7,48.92,26.0,10.0,0.0,1021.7,1.0,9.0,11.1,3.0,No,1019.2,Mildura,4.0,41.0,0.0,86.0,59.0,SE,No
2009-03-30,SSE,SE,89.24,53.42,30.0,10.0,0.0,1021.9,1.0,11.0,11.0,1.0,No,1019.2,Mildura,8.0,36.0,11.0,87.61999999999999,59.72,E,No
2009-03-31,E,ESE,89.78,57.56,31.0,21.0,0.0,1020.5,0.0,13.0,10.9,1.0,No,1017.8,Mildura,7.6,45.0,13.0,88.34,65.66,NE,No
2009-04-01,E,E,89.6,61.34,41.0,23.0,0.0,1020.6,0.0,19.0,10.2,0.0,No,1017.5,Mildura,8.0,51.0,11.0,87.98,67.1,E,No
2009-04-02,E,N,91.76,63.68,28.0,30.0,0.0,1019.1,1.0,7.0,10.7,1.0,No,1016.2,Mildura,6.6,58.0,7.0,90.5,70.88,NE,No
2009-04-03,SW,SSW,75.38,62.78,44.0,37.0,0.0,1018.2,6.0,20.0,8.7,6.0,No,1017.7,Mildura,7.8,80.0,22.0,73.04,62.959999999999994,SSW,No
2009-04-04,SSW,S,71.06,46.94,35.0,32.0,0.0,1025.3,0.0,19.0,10.8,0.0,No,1023.3,Mildura,6.4,72.0,9.0,67.64,51.26,SSW,No
2009-04-05,SSW,SW,74.3,48.2,37.0,38.0,0.0,1023.7,3.0,19.0,10.7,4.0,No,1019.7,Mildura,5.6,66.0,9.0,72.86,58.64,SW,No
2009-04-06,S,S,67.46,43.879999999999995,43.0,25.0,0.0,1028.1,0.0,22.0,10.6,0.0,No,1025.1,Mildura,6.2,56.0,15.0,65.66,52.7,SSW,No
2009-04-07,SSE,S,71.78,45.5,39.0,30.0,0.0,1030.1,0.0,22.0,10.6,0.0,No,1026.0,Mildura,5.2,66.0,22.0,70.34,54.14,SSE,No
2009-04-08,SSE,S,73.58,48.2,28.0,34.0,0.0,1027.7,0.0,15.0,10.8,0.0,No,1023.6,Mildura,5.0,77.0,17.0,72.32,55.76,SE,No
2009-04-09,SSE,NNE,79.7,43.879999999999995,19.0,27.0,0.0,1022.2,1.0,7.0,10.7,1.0,No,1017.7,Mildura,4.0,58.0,9.0,78.62,57.379999999999995,SSE,No
2009-04-10,SW,WSW,77.36,50.18,26.0,23.0,0.0,1020.6,1.0,7.0,10.2,7.0,No,1018.7,Mildura,4.8,59.0,7.0,76.46,60.440000000000005,SW,No
2009-04-11,S,W,80.06,45.86,20.0,19.0,0.0,1023.2,2.0,9.0,10.5,1.0,No,1020.5,Mildura,4.8,54.0,7.0,78.62,59.18,SSW,No
2009-04-12,ESE,SSW,82.22,44.6,20.0,11.0,0.0,1023.0,1.0,13.0,10.6,4.0,No,1019.9,Mildura,4.4,34.0,9.0,81.32,65.12,ESE,No
2009-04-13,ENE,ESE,84.02,45.14,24.0,10.0,0.0,1021.1,1.0,9.0,10.8,1.0,No,1016.8,Mildura,5.4,32.0,9.0,82.94,64.94,SE,No
2009-04-14,NNW,W,86.9,50.18,41.0,11.0,0.0,1015.7,0.0,22.0,10.9,1.0,No,1011.5,Mildura,6.4,34.0,4.0,85.64,65.66,WNW,No
2009-04-15,WSW,SSW,71.42,55.94,50.0,28.0,0.0,1013.9,7.0,17.0,10.5,1.0,No,1013.5,Mildura,7.0,61.0,30.0,70.34,65.84,WSW,No
2009-04-16,SSW,SW,71.06,39.56,35.0,33.0,0.0,1016.9,3.0,15.0,10.3,0.0,No,1013.6,Mildura,5.4,53.0,2.0,69.62,51.8,W,No
2009-04-17,SSW,SW,75.38,46.94,26.0,42.0,0.0,1020.0,1.0,11.0,9.4,5.0,No,1018.1,Mildura,3.8,69.0,6.0,72.5,61.88,SW,No
2009-04-18,S,S,73.75999999999999,50.18,33.0,38.0,0.0,1024.2,1.0,17.0,10.4,1.0,No,1021.7,Mildura,3.6,67.0,11.0,72.68,60.440000000000005,SSE,No
2009-04-19,SSE,SE,76.1,48.2,31.0,39.0,0.0,1023.8,0.0,17.0,10.6,0.0,No,1019.7,Mildura,5.0,78.0,17.0,74.48,55.94,SE,No
2009-04-20,E,E,78.98,48.2,22.0,25.0,0.0,1021.6,0.0,13.0,10.4,0.0,No,1018.0,Mildura,3.6,58.0,13.0,78.62,59.540000000000006,SE,No
2009-04-21,NE,E,76.82,51.8,35.0,27.0,0.0,1022.8,3.0,9.0,9.9,6.0,No,1019.1,Mildura,4.6,45.0,19.0,76.64,63.86,E,No
2009-04-22,NE,NE,78.8,50.54,19.0,26.0,0.0,1022.1,1.0,13.0,10.6,1.0,No,1018.4,Mildura,6.0,53.0,15.0,77.72,62.24,NE,No
2009-04-23,NNE,NNE,80.42,55.04,46.0,29.0,0.0,1016.0,5.0,24.0,5.6,7.0,Yes,1010.4,Mildura,5.8,43.0,20.0,78.62,65.66,NNE,No
2009-04-24,NNW,WNW,64.22,58.82,43.0,78.0,8.0,1002.9,7.0,15.0,3.3,7.0,No,1002.3,Mildura,6.6,93.0,19.0,61.34,61.34,WNW,Yes
2009-04-25,NW,NW,69.8,53.78,63.0,54.0,0.4,1006.0,8.0,35.0,3.3,5.0,Yes,1000.0,Mildura,2.0,90.0,19.0,68.54,57.2,W,No
2009-04-26,WNW,WSW,60.08,47.3,54.0,67.0,5.8,1009.3,7.0,28.0,5.8,7.0,No,1010.1,Mildura,0.6,73.0,20.0,55.4,52.34,WSW,Yes
2009-04-27,NNW,W,66.02,45.86,52.0,72.0,0.4,1014.9,8.0,24.0,4.8,4.0,Yes,1012.2,Mildura,2.4,90.0,13.0,63.68,50.72,NW,No
2009-04-28,S,S,59.36,43.879999999999995,26.0,45.0,7.2,1023.3,1.0,11.0,8.5,5.0,No,1021.8,Mildura,1.8,83.0,11.0,58.64,50.9,SSE,Yes
2009-04-29,SE,SW,61.519999999999996,44.6,19.0,40.0,0.0,1024.1,1.0,11.0,8.2,6.0,No,1021.5,Mildura,2.4,75.0,2.0,60.440000000000005,51.44,S,No
2009-04-30,N,NW,65.3,37.76,20.0,38.0,0.0,1024.4,0.0,9.0,9.6,1.0,No,1021.6,Mildura,2.4,68.0,9.0,64.94,49.46,NNE,No
2009-05-01,N,W,71.24000000000001,44.6,24.0,40.0,0.0,1024.6,6.0,15.0,7.7,4.0,No,1022.0,Mildura,2.6,61.0,13.0,70.34,53.24,W,No
2009-05-02,S,SSE,65.84,53.24,28.0,58.0,0.4,1027.0,8.0,11.0,4.1,5.0,No,1025.1,Mildura,2.6,97.0,11.0,64.04,55.22,SSE,No
2009-05-03,S,SSE,67.1,40.28,24.0,35.0,0.2,1029.7,1.0,13.0,9.2,0.0,No,1027.4,Mildura,1.8,82.0,9.0,66.2,50.18,ESE,No
2009-05-04,S,S,65.84,42.8,28.0,48.0,0.0,1031.8,1.0,11.0,9.0,1.0,No,1029.4,Mildura,2.6,78.0,7.0,65.12,53.42,SE,No
2009-05-05,S,SW,66.38,42.44,22.0,47.0,0.0,1032.1,6.0,9.0,7.6,7.0,No,1028.7,Mildura,2.4,88.0,7.0,66.02,50.18,SSE,No
2009-05-06,SSW,S,65.66,42.620000000000005,28.0,43.0,0.0,1029.7,2.0,13.0,9.8,1.0,No,1025.8,Mildura,1.8,85.0,9.0,65.12,48.2,SSE,No
2009-05-07,SSE,SSE,63.86,43.16,33.0,47.0,0.0,1029.8,4.0,17.0,9.0,1.0,No,1027.6,Mildura,2.6,83.0,13.0,62.78,50.54,SSE,No
2009-05-08,S,SSE,64.94,44.06,31.0,45.0,0.0,1031.4,0.0,17.0,9.9,0.0,No,1027.8,Mildura,4.0,82.0,11.0,64.4,50.0,SSW,No
2009-05-09,S,S,64.4,44.06,28.0,55.0,0.0,1028.3,7.0,17.0,9.9,5.0,No,1024.5,Mildura,2.0,91.0,13.0,62.6,51.08,SSE,No
2009-05-10,SSE,SSE,68.18,44.78,26.0,40.0,0.0,1025.0,0.0,15.0,10.0,0.0,No,1021.7,Mildura,2.0,88.0,13.0,67.1,50.0,SE,No
2009-05-11,SSE,SSE,71.06,42.620000000000005,24.0,33.0,0.2,1023.9,0.0,11.0,9.8,1.0,No,1021.2,Mildura,3.0,71.0,9.0,69.98,51.26,SSW,No
2009-05-12,S,SW,67.1,41.0,22.0,39.0,0.0,1023.4,1.0,13.0,8.9,6.0,No,1020.4,Mildura,2.6,79.0,9.0,66.74000000000001,48.74,WSW,No
2009-05-13,WNW,W,67.46,39.56,28.0,47.0,0.0,1021.2,2.0,15.0,5.0,7.0,No,1017.7,Mildura,2.6,84.0,7.0,65.12,48.02,WNW,No
2009-05-14,WNW,WNW,66.38,46.04,31.0,48.0,0.0,1018.8,7.0,20.0,5.7,5.0,No,1016.2,Mildura,1.8,89.0,15.0,66.02,52.34,W,No
2009-05-15,WNW,WNW,69.44,50.72,44.0,44.0,0.0,1017.9,1.0,24.0,5.5,7.0,No,1014.8,Mildura,2.8,77.0,17.0,68.9,55.94,WNW,No
2009-05-16,W,SSW,67.1,55.94,43.0,54.0,0.0,1018.1,7.0,20.0,5.3,6.0,No,1017.5,Mildura,4.8,82.0,19.0,66.74000000000001,59.18,W,No
2009-05-17,,E,65.3,43.519999999999996,20.0,54.0,0.0,1024.0,5.0,6.0,4.3,7.0,No,1021.4,Mildura,1.6,86.0,0.0,64.4,51.620000000000005,SSE,No
2009-05-18,ESE,SE,64.94,47.48,26.0,46.0,0.0,1023.2,7.0,13.0,7.1,7.0,No,1018.9,Mildura,1.2,77.0,9.0,63.86,52.879999999999995,SE,No
2009-05-19,ENE,NE,71.42,48.02,46.0,49.0,0.0,1017.7,7.0,24.0,4.2,7.0,No,1015.6,Mildura,2.6,65.0,7.0,67.64,54.14,S,No
2009-05-20,E,ESE,66.92,54.14,35.0,57.0,0.0,1019.6,7.0,19.0,1.2,7.0,No,1018.1,Mildura,3.4,88.0,13.0,66.02,57.56,E,No
2009-05-21,E,E,73.4,48.02,39.0,34.0,0.6,1023.0,1.0,20.0,2.7,1.0,No,1020.0,Mildura,1.6,61.0,19.0,73.04,58.82,ENE,No
2009-05-22,ENE,NE,72.86,46.4,37.0,36.0,0.0,1022.4,1.0,20.0,8.5,0.0,No,1017.5,Mildura,3.2,64.0,15.0,72.32,55.94,NE,No
2009-05-23,NE,NNE,69.08,53.78,43.0,52.0,0.0,1017.7,7.0,20.0,1.0,7.0,No,1015.2,Mildura,4.0,71.0,17.0,68.36,57.74,NNE,No
2009-05-24,NE,NNE,73.04,54.68,41.0,50.0,0.0,1019.2,7.0,20.0,4.6,7.0,Yes,1016.9,Mildura,2.8,70.0,19.0,71.78,61.88,NNE,No
2009-05-25,N,NW,67.64,60.08,41.0,68.0,5.8,1017.2,8.0,13.0,2.9,5.0,Yes,1016.0,Mildura,5.4,93.0,24.0,66.56,60.08,NNE,Yes
2009-05-26,S,SSW,62.959999999999994,44.239999999999995,22.0,62.0,2.2,1023.1,8.0,11.0,4.4,6.0,No,1021.6,Mildura,1.8,100.0,6.0,61.34,48.92,S,Yes
